ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_cost_of_goods_sold|ca_emp_compens_n_travel|ca_compensation_to_employees_no_of_employees|ca_total_assets|ca_non_current_assets|ca_net_fixed_assets|ca_cap_wip|ca_lt_inventories|ca_st_inventories|ca_total_assets|ca_op_cf_before_working_cap_chg
248136|TATA STEEL LTD.|31-03-2016|12|INDAS|884025.3500|271416.9000|3527.0935|1778313.9000|1317194.8000|721997.6000|359960.9000|NA|200133.3000|1778313.9000|68240.1000
248136|TATA STEEL LTD.|31-03-2017|12|INDAS|806653.5200|174595.9000|2571.2925|1735601.0000|1224111.8000|920065.5000|157841.3000|NA|248038.2000|1735601.0000|175814.4000
248136|TATA STEEL LTD.|31-03-2018|12|INDAS|882490.6100|170787.0000|2621.6843|2126847.9000|1435164.6000|961048.9000|166144.1000|NA|283310.4000|2126847.9000|201871.4000
248136|TATA STEEL LTD.|31-03-2019|12|INDAS|1105629.3100|187942.0000|2679.6413|2373915.8000|1808940.2000|1244419.1000|186412.1000|NA|316561.0000|2373915.8000|278396.6000
248136|TATA STEEL LTD.|31-03-2020|12|INDAS|1170202.6700|195843.1000|2789.3109|2541845.4000|1940422.0000|1345506.6000|194968.3000|NA|310687.2000|2541845.4000|180784.3000
248136|TATA STEEL LTD.|31-03-2021|12|INDAS|1111337.9500|208281.1000|2816.0555|2494977.8000|1877748.2000|1357751.8000|190074.0000|NA|332763.8000|2494977.8000|285396.9000
248136|TATA STEEL LTD.|31-03-2022|12|INDAS|1563331.0100|238778.6000|3291.1828|2893946.0000|1955818.8000|1332878.3000|220455.5000|NA|488243.9000|2893946.0000|659003.9000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2002|12|IGAAP|15336.5400|4291.2000|ER|37400.0000|NA|25117.2000|210.1000|NA|NA|37400.0000|3782.5000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2003|12|IGAAP|15675.7300|4242.9000|ER|38575.8000|NA|25775.2000|141.3000|NA|NA|38575.8000|4247.4000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2004|12|IGAAP|17075.6100|5532.4000|ER|40270.9000|NA|26650.5000|70.6000|NA|NA|40270.9000|4918.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2005|12|IGAAP|16473.2100|5023.5000|ER|40716.8000|NA|26787.9000|237.7000|NA|NA|40716.8000|5384.5000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2006|12|IGAAP|15781.4900|3869.1000|ER|43257.3000|NA|26518.2000|373.0000|NA|NA|43257.3000|5520.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2007|12|IGAAP|20881.8000|4774.3000|ER|85270.4000|NA|64473.2000|159.2000|NA|NA|85270.4000|8420.3000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2008|12|IGAAP|23146.7600|4944.8000|ER|86071.8000|NA|36602.0000|500.3000|NA|NA|86071.8000|22699.6000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2009|12|IGAAP|27687.9900|5657.5000|ER|88722.4000|NA|37621.5000|631.8000|NA|NA|88722.4000|13782.6000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2010|12|IGAAP|34313.0200|6277.4000|2092.4667|82777.6000|NA|36470.3000|473.6000|NA|NA|82777.6000|7038.4000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2011|12|IGAAP|36695.2000|6322.9000|790.3625|78570.4000|44550.0000|37588.7000|436.9000|NA|10696.6000|78570.4000|6176.4000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2012|12|IGAAP|41308.7800|6829.1000|853.6375|83668.9000|49635.5000|42436.5000|491.5000|NA|11607.4000|83668.9000|5000.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2013|12|IGAAP|44561.8800|7669.6000|958.7000|89129.9000|52899.2000|44343.3000|906.8000|NA|13829.2000|89129.9000|6782.9000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2014|12|IGAAP|46560.9100|8081.8000|734.7091|100470.8000|61798.6000|51810.2000|595.6000|705.0000|15184.7000|100470.8000|6031.2000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2015|12|IGAAP|48669.4700|8583.2000|2861.0667|108877.0000|72544.1000|49216.9000|471.7000|705.0000|16253.0000|108877.0000|5981.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2016|12|INDAS|45198.6000|8050.6000|2683.5333|100180.3000|62690.8000|46618.0000|394.2000|NA|16290.1000|100180.3000|6502.1000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2017|12|INDAS|44999.0400|8349.5000|2783.1667|96942.5000|63327.2000|45039.3000|631.9000|NA|14529.6000|96942.5000|8032.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2018|12|INDAS|46314.1300|8341.9000|2780.6333|106848.2000|61449.7000|47478.5000|1351.6000|NA|14483.1000|106848.2000|7936.6000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2019|12|INDAS|49466.2200|8160.4000|ER|109456.0000|63907.5000|48617.1000|4244.1000|NA|16098.6000|109456.0000|7987.9000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2020|12|INDAS|65384.3700|8923.5000|4056.1364|185175.2000|128205.4000|116060.0000|953.5000|NA|17120.3000|185175.2000|12926.3000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2021|12|INDAS|81006.5300|9738.0000|2950.9091|202938.2000|132072.4000|119899.6000|1128.5000|NA|22491.6000|202938.2000|15793.7000
248186|TATA CONSUMER PRODUCTS LTD.|31-03-2022|12|INDAS|84581.1900|10551.6000|2851.7838|211567.7000|139819.1000|123672.6000|2469.7000|NA|22665.1000|211567.7000|17488.1000
251664|TITAN COMPANY LTD.|31-03-2002|12|IGAAP|4870.7300|805.0000|ER|7594.1000|NA|2323.7000|32.7000|NA|NA|7594.1000|NA
251664|TITAN COMPANY LTD.|31-03-2003|12|IGAAP|5589.5400|824.7000|ER|8314.7000|NA|2169.0000|96.6000|NA|NA|8314.7000|753.7000
251664|TITAN COMPANY LTD.|31-03-2004|12|IGAAP|6603.9300|1007.8000|ER|8104.5000|NA|1732.9000|40.7000|NA|NA|8104.5000|1269.8000
251664|TITAN COMPANY LTD.|31-03-2005|12|IGAAP|7721.8100|1153.4000|ER|8297.3000|NA|1693.2000|97.9000|NA|NA|8297.3000|1391.9000
251664|TITAN COMPANY LTD.|31-03-2006|12|IGAAP|10259.2200|1309.7000|ER|9056.5000|NA|1806.8000|199.9000|NA|NA|9056.5000|1706.5000
251664|TITAN COMPANY LTD.|31-03-2007|12|IGAAP|15378.2200|1820.1000|ER|12193.0000|NA|2553.0000|164.0000|NA|NA|12193.0000|2162.5000
251664|TITAN COMPANY LTD.|31-03-2008|12|IGAAP|23327.6700|2117.3000|ER|16133.1000|NA|2776.8000|100.4000|NA|NA|16133.1000|2596.5000
251664|TITAN COMPANY LTD.|31-03-2009|12|IGAAP|30452.1200|2530.6000|ER|18060.8000|NA|2799.5000|195.2000|NA|NA|18060.8000|3173.2000
251664|TITAN COMPANY LTD.|31-03-2010|12|IGAAP|37507.0400|2910.3000|ER|21310.6000|NA|2677.7000|123.2000|NA|NA|21310.6000|3992.3000
251664|TITAN COMPANY LTD.|31-03-2011|12|IGAAP|51745.2100|3885.9000|ER|37883.3000|4516.3000|2884.2000|166.4000|NA|19981.2000|37883.3000|6219.1000
251664|TITAN COMPANY LTD.|31-03-2012|12|IGAAP|70855.1300|4192.6000|ER|47360.9000|5671.6000|3839.1000|248.5000|NA|28820.1000|47360.9000|8700.1000
251664|TITAN COMPANY LTD.|31-03-2013|12|IGAAP|81477.2700|5137.6000|ER|59141.9000|7167.0000|4639.0000|417.6000|NA|36803.3000|59141.9000|10049.4000
251664|TITAN COMPANY LTD.|31-03-2014|12|IGAAP|87777.8500|5696.1000|ER|61461.2000|9094.7000|6142.3000|328.7000|NA|38693.9000|61461.2000|10486.6000
251664|TITAN COMPANY LTD.|31-03-2015|12|IGAAP|95943.7400|6635.2000|ER|59080.0000|10516.7000|6991.1000|551.9000|NA|40493.0000|59080.0000|11626.7000
251664|TITAN COMPANY LTD.|31-03-2016|12|IGAAP|90933.2900|7348.3000|ER|64081.8000|12333.1000|7889.4000|1068.0000|NA|44535.0000|64081.8000|9424.1000
251664|TITAN COMPANY LTD.|31-03-2017|12|INDAS|105187.9200|9238.8000|ER|84908.3000|17468.1000|11780.7000|1520.7000|NA|49257.4000|84908.3000|10732.3000
251664|TITAN COMPANY LTD.|31-03-2018|12|INDAS|127634.5600|9442.7000|ER|95768.7000|19649.0000|14511.3000|433.7000|NA|59248.4000|95768.7000|16417.9000
251664|TITAN COMPANY LTD.|31-03-2019|12|INDAS|156125.6000|10740.7000|ER|118720.1000|21279.5000|15426.1000|317.7000|NA|70388.2000|118720.1000|21825.3000
251664|TITAN COMPANY LTD.|31-03-2020|12|INDAS|165890.0000|12520.0000|ER|137300.0000|34560.0000|26090.0000|180.0000|NA|81030.0000|137300.0000|24810.0000
251664|TITAN COMPANY LTD.|31-03-2021|12|INDAS|176781.4000|10740.0000|ER|166660.0000|32790.0000|24990.0000|320.0000|NA|84080.0000|166660.0000|17890.0000
251664|TITAN COMPANY LTD.|31-03-2022|12|INDAS|231881.4000|14290.0000|ER|213940.0000|37530.0000|25430.0000|850.0000|NA|136090.0000|213940.0000|32980.0000
256066|AXIS BANK LTD.|31-03-2007|12|IGAAP|4545.9500|3911.8000|ER|733084.8000|NA|6526.1000|252.2000|NA|NA|733084.8000|14754.0000
256066|AXIS BANK LTD.|31-03-2008|12|IGAAP|7988.4000|7521.0000|ER|1096142.1000|NA|8039.9000|1284.8000|NA|NA|1096142.1000|24869.0000
256066|AXIS BANK LTD.|31-03-2009|12|IGAAP|11070.1500|10677.6000|ER|1477339.7000|NA|10248.7000|575.2000|NA|NA|1477339.7000|40132.7000
256066|AXIS BANK LTD.|31-03-2010|12|IGAAP|14189.1100|13597.9000|ER|1806193.0000|NA|11786.1000|573.8000|NA|NA|1806193.0000|55335.7000
256066|AXIS BANK LTD.|31-03-2011|12|IGAAP|18324.1100|17458.0000|ER|2425993.1000|NA|22699.5000|229.6000|NA|NA|2425993.1000|67386.2000
256066|AXIS BANK LTD.|31-03-2012|12|IGAAP|22254.3900|22540.2000|ER|2854395.7000|NA|22043.2000|798.2000|NA|NA|2854395.7000|78048.5000
256066|AXIS BANK LTD.|31-03-2013|12|IGAAP|25789.8200|26753.7000|ER|3405839.2000|NA|22449.1000|1424.2000|NA|NA|3405839.2000|98238.2000
256066|AXIS BANK LTD.|31-03-2014|12|IGAAP|29113.2300|30877.7000|ER|3863936.3000|NA|23456.4000|1016.2000|NA|NA|3863936.3000|120572.8000
256066|AXIS BANK LTD.|31-03-2015|12|IGAAP|33233.2400|36156.9000|ER|4672888.9000|NA|24467.2000|1051.8000|NA|NA|4672888.9000|141318.4000
256066|AXIS BANK LTD.|31-03-2016|12|IGAAP|35771.5900|40193.4000|ER|5465619.4000|NA|33578.6000|2158.9000|NA|NA|5465619.4000|169344.0000
256066|AXIS BANK LTD.|31-03-2017|12|IGAAP|42734.4800|47421.0000|ER|6115551.2000|NA|35181.3000|2921.0000|NA|NA|6115551.2000|187384.1000
256066|AXIS BANK LTD.|31-03-2018|12|IGAAP|48387.5000|54144.4000|ER|7038426.4000|NA|39900.4000|3517.9000|NA|NA|7038426.4000|169690.2000
256066|AXIS BANK LTD.|31-03-2019|12|IGAAP|54001.2700|59898.7000|ER|8141359.2000|NA|41313.7000|2877.6000|NA|NA|8141359.2000|207204.4000
256066|AXIS BANK LTD.|31-03-2020|12|IGAAP|53886.1000|58249.1000|ER|9279317.6000|NA|42009.8000|4826.0000|NA|NA|9279317.6000|251650.4000
256066|AXIS BANK LTD.|31-03-2021|12|IGAAP|62190.0100|67689.5000|ER|10010474.9000|NA|45005.9000|1183.4000|NA|NA|10010474.9000|282700.1000
256066|AXIS BANK LTD.|31-03-2022|12|IGAAP|75224.2300|84140.6000|ER|11957263.0000|NA|47532.3000|2151.3000|NA|NA|11957263.0000|304120.0000
272724|WIPRO LTD.|31-03-2002|12|IGAAP|13863.6700|12232.8000|ER|32659.4000|NA|5311.6000|1164.3000|NA|NA|32659.4000|9954.0000
272724|WIPRO LTD.|31-03-2003|12|IGAAP|15869.7300|18347.1000|ER|43146.5000|NA|11529.6000|1011.5000|NA|NA|43146.5000|11105.0000
272724|WIPRO LTD.|31-03-2004|12|IGAAP|30542.3400|28028.2000|ER|57067.3000|NA|13259.9000|1427.3000|NA|NA|57067.3000|13163.1000
272724|WIPRO LTD.|31-03-2005|12|IGAAP|41607.6400|37569.7000|ER|72868.2000|NA|16611.2000|2603.9000|NA|NA|72868.2000|20998.0000
272724|WIPRO LTD.|31-03-2006|12|IGAAP|55992.2000|48923.0000|821.8315|99282.0000|NA|15433.0000|6250.0000|NA|NA|99282.0000|26292.0000
272724|WIPRO LTD.|31-03-2007|12|IGAAP|81573.4000|69291.0000|831.3836|142928.0000|NA|27771.0000|10191.0000|NA|NA|142928.0000|35910.0000
272724|WIPRO LTD.|31-03-2008|12|IGAAP|104071.7000|90829.0000|ER|218283.0000|NA|70422.0000|NA|NA|NA|218283.0000|40943.0000
272724|WIPRO LTD.|31-03-2009|12|IGAAP|132047.9000|116789.0000|ER|281532.0000|NA|95532.0000|NA|NA|NA|281532.0000|43360.0000
272724|WIPRO LTD.|31-03-2010|12|IGAAP|133316.7000|115794.0000|ER|329730.0000|NA|97285.0000|12355.0000|NA|NA|329730.0000|65407.0000
272724|WIPRO LTD.|31-03-2011|12|IGAAP|173686.2000|137177.0000|ER|372253.0000|142741.0000|104884.0000|5034.0000|NA|9707.0000|372253.0000|70876.0000
272724|WIPRO LTD.|31-03-2012|12|IGAAP|212732.6000|166558.0000|ER|437880.0000|165999.0000|124355.0000|3466.0000|NA|10662.0000|437880.0000|74000.0000
272724|WIPRO LTD.|31-03-2015|12|IGAAP|258167.3000|247716.0000|1325.8409|594228.0000|156528.0000|108371.0000|3951.0000|NA|4849.0000|594228.0000|109899.0000
272724|WIPRO LTD.|31-03-2016|12|INDAS|284574.9000|269041.0000|1419.9940|729248.0000|226423.0000|172791.0000|3806.0000|NA|5390.0000|729248.0000|111796.0000
272724|WIPRO LTD.|31-03-2017|12|INDAS|316945.3000|288228.0000|1477.1768|800353.0000|260963.0000|198865.0000|7377.0000|NA|3915.0000|800353.0000|113738.0000
272724|WIPRO LTD.|31-03-2018|12|INDAS|311994.5000|289622.0000|1661.6492|767192.0000|257810.0000|181267.0000|13777.0000|NA|3370.0000|767192.0000|113215.0000
272724|WIPRO LTD.|31-03-2019|12|INDAS|334130.5000|317542.0000|1706.2667|836199.0000|263439.0000|174647.0000|21418.0000|NA|3951.0000|836199.0000|114300.0000
272724|WIPRO LTD.|31-03-2020|12|INDAS|349453.3000|344740.0000|1734.5886|821729.0000|301878.0000|220621.0000|18811.0000|NA|1865.0000|821729.0000|130883.0000
272724|WIPRO LTD.|31-03-2021|12|INDAS|356510.9000|337629.0000|1648.1343|835799.0000|312613.0000|230403.0000|18532.0000|NA|1064.0000|835799.0000|149543.0000
272724|WIPRO LTD.|31-03-2022|12|INDAS|467427.4000|457395.0000|1905.4504|1084043.0000|463291.0000|379896.0000|16015.0000|NA|1334.0000|1084043.0000|172971.0000
374518|BAJAJ AUTO LTD.|31-03-2008|12|IGAAP|73536.9800|4571.8000|ER|48674.5000|NA|15763.8000|1264.8000|NA|NA|48674.5000|NA
374518|BAJAJ AUTO LTD.|31-03-2009|12|IGAAP|72278.6500|5552.7000|ER|60363.6000|NA|18982.0000|1218.9000|NA|NA|60363.6000|10766.2000
374518|BAJAJ AUTO LTD.|31-03-2010|12|IGAAP|89440.9700|6013.0000|ER|85566.3000|NA|18123.3000|1208.4000|NA|NA|85566.3000|24994.8000
374518|BAJAJ AUTO LTD.|31-03-2011|12|IGAAP|128146.3000|5265.7000|ER|93507.0000|62875.1000|18552.1000|698.6000|NA|5762.5000|93507.0000|33904.8000
374518|BAJAJ AUTO LTD.|31-03-2012|12|IGAAP|153107.4900|5763.0000|ER|113264.8000|61410.4000|19200.3000|416.5000|NA|7036.1000|113264.8000|40535.0000
374518|BAJAJ AUTO LTD.|31-03-2013|12|IGAAP|157530.5400|6874.2000|ER|128339.8000|66523.9000|23554.1000|2935.5000|NA|6439.6000|128339.8000|40250.0000
374518|BAJAJ AUTO LTD.|31-03-2014|12|IGAAP|153483.6200|7755.5000|ER|154555.3000|98310.9000|26596.2000|1440.6000|NA|6412.1000|154555.3000|45236.7000
374518|BAJAJ AUTO LTD.|31-03-2015|12|IGAAP|166484.0400|9487.0000|ER|161070.5000|65402.2000|24480.3000|2549.4000|NA|8141.5000|161070.5000|40447.2000
374518|BAJAJ AUTO LTD.|31-03-2016|12|INDAS|170750.0500|9726.1000|ER|173725.2000|126396.1000|20256.7000|522.4000|NA|7190.7000|173725.2000|49300.7000
374518|BAJAJ AUTO LTD.|31-03-2017|12|INDAS|166304.2400|10559.8000|ER|218242.5000|123557.2000|19432.6000|421.7000|NA|7283.8000|218242.5000|46133.2000
374518|BAJAJ AUTO LTD.|31-03-2018|12|INDAS|194840.2000|11255.8000|ER|253649.5000|161141.2000|18212.2000|564.7000|NA|7425.8000|253649.5000|49219.1000
374518|BAJAJ AUTO LTD.|31-03-2019|12|INDAS|241301.0000|13237.0000|ER|289436.6000|218705.0000|17084.4000|480.2000|NA|9615.1000|289436.6000|52492.6000
374518|BAJAJ AUTO LTD.|31-03-2020|12|INDAS|234980.5700|14681.0000|ER|267226.6000|201066.4000|16451.2000|601.9000|NA|10635.0000|267226.6000|51625.7000
374518|BAJAJ AUTO LTD.|31-03-2021|12|INDAS|218938.4500|12938.5000|ER|337527.4000|195650.8000|16152.5000|159.8000|NA|14938.9000|337527.4000|49605.6000
374518|BAJAJ AUTO LTD.|31-03-2022|12|INDAS|269574.9600|13750.3000|ER|352367.6000|248711.5000|17849.2000|772.1000|NA|12305.1000|352367.6000|61163.3000
374519|BAJAJ FINSERV LTD.|31-03-2008|12|IGAAP|14999.3400|31.0000|ER|181897.0000|NA|2643.5000|602.6000|NA|NA|181897.0000|NA
374519|BAJAJ FINSERV LTD.|31-03-2009|12|IGAAP|576.2600|287.7000|ER|225515.3000|NA|143136.4000|1382.6000|NA|NA|225515.3000|NA
374519|BAJAJ FINSERV LTD.|31-03-2010|12|IGAAP|751.7800|486.7000|ER|394556.1000|NA|287818.0000|548.1000|NA|NA|394556.1000|NA
374519|BAJAJ FINSERV LTD.|31-03-2011|12|IGAAP|1558.0600|1914.8000|ER|540273.6000|171931.3000|5799.8000|139.8000|NA|72.6000|540273.6000|NA
374519|BAJAJ FINSERV LTD.|31-03-2012|12|IGAAP|2136.4400|2877.8000|ER|594628.8000|234291.9000|8177.8000|180.1000|NA|NA|594628.8000|NA
374519|BAJAJ FINSERV LTD.|31-03-2013|12|IGAAP|3544.7300|3655.2000|ER|653795.5000|326842.6000|12078.7000|17.9000|NA|NA|653795.5000|NA
374519|BAJAJ FINSERV LTD.|31-03-2014|12|IGAAP|4730.9900|4811.7000|ER|743915.5000|411868.8000|12624.2000|13.8000|NA|NA|743915.5000|NA
374519|BAJAJ FINSERV LTD.|31-03-2015|12|IGAAP|5753.9000|6280.2000|ER|882399.1000|493826.8000|12606.7000|27.6000|NA|NA|882399.1000|NA
374519|BAJAJ FINSERV LTD.|31-03-2016|12|IGAAP|6228.5300|8432.6000|ER|1039621.5000|596791.7000|12735.4000|107.6000|NA|NA|1039621.5000|NA
374519|BAJAJ FINSERV LTD.|31-03-2017|12|IGAAP|8089.1700|11040.9000|ER|1286306.1000|709748.5000|16395.1000|35.4000|NA|NA|1286306.1000|NA
374519|BAJAJ FINSERV LTD.|31-03-2018|12|FS_INDAS|165476.1700|29649.4000|ER|1618933.7000|NA|17537.6000|277.0000|NA|NA|1618933.7000|35493.3000
374519|BAJAJ FINSERV LTD.|31-03-2019|12|FS_INDAS|204294.9300|40605.3000|ER|2086992.1000|NA|20588.5000|655.1000|NA|NA|2086992.1000|-42746.1000
374519|BAJAJ FINSERV LTD.|31-03-2020|12|FS_INDAS|250988.9400|50428.1000|ER|2516343.5000|NA|31783.8000|446.9000|NA|NA|2516343.5000|-49366.4000
374519|BAJAJ FINSERV LTD.|31-03-2021|12|FS_INDAS|283750.1600|47819.5000|ER|2805745.1000|NA|31423.7000|1288.5000|NA|NA|2805745.1000|-65401.1000
374519|BAJAJ FINSERV LTD.|31-03-2022|12|FS_INDAS|331051.5900|67387.3000|ER|3341271.1000|NA|35499.9000|1128.1000|NA|NA|3341271.1000|-64218.1000
